Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Rockville B&B,http://www.bedandbreakfastwexford.com,+353(0)539122147,-6.453322,52.326619,Wexford,Wexford Town,Republic of Ireland,B&B
Moycarn Lodge and Marina,https://www.facebook.com/pages/The-Moycarn-Lodge-Marina/579798615364879,+353(0)909645050,-8.197103,53.321448,Galway,Ballinasloe,Republic of Ireland,"Hotel,Covid Safety Charter"
The Holiday Hotel,http://www.booking.com/hotel/ie/holiday.en-gb.html,+353(0)91522518,-9.075632,53.259955,Galway,Galway City,Republic of Ireland,"Hotel,Covid Safety Charter"
The Celtic B&B,https://www.facebook.com/TheCelticBedandBreakfast/,+353(0)61374899,-8.436283964,52.814904,Tipperary,Killaloe,Ireland,"B&B,Welcome Standard"
Binion Bay Caravan Park,http://www.caravanandcampingireland.ie/,+353(0)749376800,-7.425662222,55.27629181,Donegal,Clonmany,Ireland,"Camping,Welcome Standard"
Ard-Cill,http://www.bandbireland.com/accommodation/26876/ard-cill,+353(0)18405172,-6.29747,53.477716,Dublin,,Republic of Ireland,"B&B,Covid Safety Charter"
Grange Lodge,http://www.grangelodge.com,+353(0)719633350,-8.072162,53.823088,Roscommon,Grange,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Clocan B&B,https://bandbireland.com/accommodation/26732/clocan-b-b,+353(0)949255066,-8.79535994,53.96713258,Mayo,Bellaghy,Republic of Ireland,"B&B,B&B Ireland"
Desmond House,http://www.desmondhousekinsale.com,+353(0)214773575,-8.524914009,51.70689208,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
Beresford Hotel,http://www.beresfordhotelifsc.com,+353(0)18134700,-6.252694293,53.35009336,Dublin,Dublin,Republic of Ireland,Hotel
The Cottage,,+353(0)51565683,-6.750311775,52.31447953,Wexford,,Republic of Ireland,Self Catering Accommodation
Tinsley House,http://www.tinsleyhouse.com,+353(0)527441947,-7.923976,52.375332,Tipperary,Cahir,Republic of Ireland,B&B
Rafter's B&B,http://www.raftersbar.ie,+353(0)719166610,-8.624555805,54.22113443,Sligo,Beltra,Republic of Ireland,B&B
Dublin Central Inn,http://www.dublincityinn.com,+353(0)18749202,-6.25661,53.350235,Dublin,Dublin,Republic of Ireland,Guesthouse
Hotel Killarney,http://www.hotelkillarney.ie,+353(0)646626200,-9.48467659,52.06028515,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Emerville House,http://www.emervillehouse.com,+353(0)646633342,-9.50488,52.055488,Kerry,Killarney,Republic of Ireland,"B&B,Covid Safety Charter"
Greenhill,http://www.greenhillbandb.com,+353(0)9622767,-9.149975,54.112185,Mayo,Ballina,Republic of Ireland,B&B
Rocksberry B&B,http://www.mayo-accommodation.com,+353(0)949027254,-9.339865,53.835351,Mayo,Castlebar,Republic of Ireland,"B&B,Covid Safety Charter"
Marlinstown Court,http://www.marlinstowncourt.com,+353(0)449340053,-7.305911,53.522327,Westmeath,Mullingar,Republic of Ireland,"B&B,Covid Safety Charter"
Alderhaven Country Home,http://www.alderhaven.com,+353(0)646631982,-9.484176,52.057428,Kerry,Killarney,Republic of Ireland,"B&B,Covid Safety Charter"
Ashville House,http://www.ashvillekillarney.com,+353(0)646636405,-9.512401927,52.06354748,Kerry,Killarney,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
The Woodland Villas at Parknasilla Resort & Spa,https://www.parknasillaresort.com/en/self-catering-kerry/,+353(0)646641170,-9.874793,51.815668,Kerry,Sneem,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Ashley Hotel,https://www.ashleyhotel.com,+353(0)214501518,-8.470816,51.901954,Cork,Cork City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
2 Dromhall Heights,http://www.killarneydromhallheightsbedandbreakfast.com/page.php?page_id=89,+353(0)646632662,-9.501481819,52.05375481,Kerry,,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
San Augustine,http://www.sanaugustinebandb.com,+353(0)18408729,-6.225725,53.460712,Dublin,Swords,Republic of Ireland,"B&B,Covid Safety Charter"
Roundstone House Hotel,https://www.facebook.com/roundstonehouse/,+353(0)9535864,-9.919040298,53.395151,Galway,Roundstone,Republic of Ireland,"Hotel,Covid Safety Charter"
Island View B&B,http://www.bandbireland.com/accommodation/28001/island-view-b-b,+353(0)749542031,-8.419867048,54.98159446,Donegal,Burtonport,Ireland,"B&B,B&B Ireland"
Clooneen House,http://www.clooneenhouse.com,+353(0)494334342,-7.52644,54.014862,Cavan,Killeshandra,Republic of Ireland,"B&B,Covid Safety Charter"
Laburnum Lodge,http://laburnum-lodge.com/index.html,+353(0)599149938,-6.75146886,52.79236495,Carlow,Tullow,Republic of Ireland,"B&B,B&B Ireland"
Old Essmore Cottage,http://www.oldessmorecottage.com,+44(0)2890203266,-6.24824108,54.07773707,Louth,Omeath,Ireland,"Self Catering Accommodation,Welcome Standard"
Arradale House,http://www.arradale.com,+353(0)429661941,-6.757847307,53.96532298,Monaghan,Carrickmacross,Republic of Ireland,B&B
An Towerin Tra,http://www.antowerintra.com,+353(0)669159820,-10.33766487,52.12634656,Kerry,Ventry,Republic of Ireland,"B&B,B&B Ireland"
Sullivan's Royal Hotel,https://www.facebook.com/SullivansHotelGort/,+353(0)91631401,-8.81951777,53.06743539,Galway,Gort,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Inchiquin House,http://www.irishlandmark.com/property/inchiquin-house/,+353(0)16704733,-9.066254355,52.96046337,Clare,Corofin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Hillcrest Guesthouse,http://www.hillcrestguesthouse.ie,+353(0)526121798,-7.690805,52.356755,Tipperary,Clonmel,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Maldron Hotel Portlaoise,https://www.maldronhotelportlaoise.com/,+353(0)578695900,-7.301374,53.014317,Laois,Portlaoise,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Gartan Outdoor Education and Training Centre,http://www.gartan.com,+353(0)749137032,-7.90792375,54.99416048,Donegal,Letterkenny,Republic of Ireland,"Hostel,Covid Safety Charter,Welcome Standard"
Rosegarland Estate,http://www.rosegarlandestate.ie,+353(0)872478317,-6.752322089,52.28212422,Wexford,,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Newbury Hotel,http://www.thenewburyhotel.com,+353(0)449342888,-7.347025,53.524245,Westmeath,Mullingar,Republic of Ireland,"Hotel,Stay and Spend"
Sandrock Holiday Hostel,http://www.sandrockhostel.com,+353(0)863256323,-7.358433,55.361922,Donegal,Malin Head,Republic of Ireland,Hostel
Dawn B&B,http://www.dawnbandb.com,+353(0)51384465,-7.304632,52.233605,Waterford,Kilmeaden,Republic of Ireland,"B&B,Covid Safety Charter"
The Lord Bagenal Inn,http://www.lordbagenal.com,+353(0)599774000,-6.976749,52.736206,Carlow,Leighlinbridge,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Cashelnagor Railway Station & Waiting Room,http://www.dunsuan.ie,+353(0)867234449,-8.319239858,55.04379482,Donegal,Annagry,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Tom and Eileens Farm,http://www.tomandeileens.com,+353(0)669767373,-9.706678629,52.18198731,Kerry,Castlemaine,Republic of Ireland,B&B
Danabel,http://www.danabel.com/,+353(0)214774087,-8.519868,51.707198,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
Killarney House,http://www.killarneyhouse.com,+353(0)214270290,-8.492907426,51.89504544,Cork,Western Road,Republic of Ireland,Guesthouse
Wandesforde House,http://www.wandesfordehouse.com,+353(0)564442441,-7.157799,52.831549,Kilkenny,Castlecomer,Republic of Ireland,B&B
Hollymount House,http://www.dirl.com/tipperary/cahir/hollymount.htm,+353(0)527442888,-7.95354,52.381208,Tipperary,Cahir,Republic of Ireland,"B&B,Covid Safety Charter"
Kilkee Thalasso Centre,http://facebook.com/kilkeethalassotherapycentrekilkee,+353(0)659056742,-9.644872,52.680966,Clare,Kilkee,Republic of Ireland,Guesthouse
Fern Cottage,http://www.ferncottageDonegal.com,+353(0)749137222,-7.879876,54.972828,Donegal,Churchill,Republic of Ireland,Self Catering Accommodation
Carmels,http://www.bedandbreakfastireland.net/Wicklow_Carmel's.htm,+353(0)40445297,-6.262742,53.027904,Wicklow,Annamoe,Republic of Ireland,"B&B,Covid Safety Charter"
Castletown Roundhouse & Gatehouse,http://www.irishlandmark.com/view-properties/?prop1=1808&prop2=1300&searchText=Castletown%20Properties,+353(0)16704733,-6.537221315,53.34148865,Kildare,Celbridge,Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Cappa Veagh,http://www.cappaveagh.com,+353(0)91526518,-9.079945,53.26421,Galway,Salthill,Republic of Ireland,B&B
Tigh Chualain,http://www.tighchualain.com,+353(0)91553609,-9.352179,53.244719,Galway,,Republic of Ireland,Guesthouse
Fitzsimons Hotel,http://www.facebook.com/fitzsimonsbar,+353(0)16779315,-6.26514482,53.34554437,Dublin,Dublin,Republic of Ireland,Hotel
Grand Canal Hotel,http://facebook.com/grandcanalhotel,+353(0)16461000,-6.237707,53.338026,Dublin,Dublin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Lahinch Coast Hotel & Suites,https://www.lahinchcoasthotel.ie/,+353(0)657081100,-9.344837,52.931844,Clare,Lahinch,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Glenview,http://www.glenview-house.com,+353(0)719644157,-7.797499,54.026891,Leitrim,Ballinamore,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Rainbow Hostel,,+353(0)657074415,-9.370623,53.019764,Clare,Doolin,Republic of Ireland,"Hostel,Covid Safety Charter"
Kingdom View,http://www.kingdomview.com,+353(0)646644343,-9.739431484,52.04970232,Kerry,Beaufort,Republic of Ireland,"B&B,B&B Ireland"
Cuaneen House,http://www.cuaneenhouse.com,+353(0)9866460,-9.829117,53.768128,Mayo,Louisburgh,Republic of Ireland,B&B
Mulcahy's Hotel,http://www.mulcahys.ie,+353(0)526125054,-7.70171,52.353766,Tipperary,Clonmel,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Old Muckross Post Office,http://old-muckross-post-office.business.site/,+353(0)877685416,-9.488005966,52.02706328,Kerry,Muckross,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
The Blue Door,http://www.bluedoor.ie,+353(0)539121047,-6.464576,52.340911,Wexford,,Republic of Ireland,B&B
Sommerville,,+353(0)51383843,-7.005854,52.148031,Waterford,Dunmore East,Republic of Ireland,B&B
An Capall Dubh,http://ancapalldubh.com/bed-breakfast/,+353(0)669151105,-10.27119457,52.14107895,Kerry,Dingle,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
Grand Central Hotel,http://www.grandcentralbundoran.com/,+353(0)719842722,-8.276529,54.47987,Donegal,Bundoran,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Beechgrove Farmhouse,http://www.beechgrove-farmhouse.com,+353(0)61368140,-8.904321354,52.74005214,Clare,,Republic of Ireland,B&B
Castle Durrow Country House Hotel,http://www.castledurrow.com,353579000000,-7.40103,52.846301,Laois,Durrow,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Killarney Court Hotel,http://www.killarneycourthotel.com/,+353(0)646637070,-9.515446,52.068823,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Hollycrest Lodge,http://littleireland.ie/hollycrestlodge/,+353(0)749731470,-8.422675848,54.6524657,Donegal,Killybegs,Republic of Ireland,"B&B,B&B Ireland"
Shalom B&B,http://www.jackiewoods.com,+353(0)429373151,-6.177644,54.041164,Louth,Carlingford,Republic of Ireland,B&B
Pennsylvania House,http://accommodationdonegal.com,+353(0)749126808,-7.732754052,54.97802739,Donegal,Letterkenny,Ireland,"B&B,B&B Ireland"
Horse and Jockey Hotel,https://www.facebook.com/HorseAndJockeyHotel?ref=hl,35350444192,-7.7755764,52.6149475,Tipperary,Thurles,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Greenmount House,,+353(0)214772674,-8.49824,51.708497,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
Rookery Mews Apartments,http://www.killarney-selfcatering.com,+353(0)646633570,-9.493992,52.056666,Kerry,Ballycasheen,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Stay and Spend"
Lough Inagh Lodge Hotel,http://www.loughinaghlodgehotel.ie,+353(0)9534706,-9.741996834,53.52079805,Galway,Recess,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
12 Glenmalure Pines,http://www.glenmalurepines.com,+44(0)1227371482,-6.297038,52.933304,Wicklow,Greenane,Republic of Ireland,Self Catering Accommodation
Raheen House Hotel,http://www.raheenhouse.ie,+353(0)526122140,-7.696114,52.350914,Tipperary,Clonmel,Republic of Ireland,"Hotel,Stay and Spend"
Brooklane Hotel,http://www.brooklanehotel.com,+353(0)646642077,-9.591799,51.883586,Kerry,Kenmare,Republic of Ireland,"Hotel,Stay and Spend"
Carramore Lodge,http://www.carramorelodge.net,+353(0)61376704,-8.432844,52.801173,Clare,Ballina,Republic of Ireland,B&B
Riversdale B&B,http://www.bandbireland.com/accommodation/26351/riversdale-b-b,+353(0)18404802,-6.222405289,53.47243215,Dublin,Swords,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Athlumney Manor,http://www.athlumneymanor.com,+353(0)469071388,-6.671941,53.651715,Meath,Navan,Republic of Ireland,"B&B,Covid Safety Charter"
Marine Court ,https://www.portbegholidayhomes.com/marine-court-apartments/,353720000000,-8.27719,54.4804565,Donegal,Bundoran,Ireland,"Self Catering Accommodation,Welcome Standard"
Lismar Guesthouse,http://www.lismarguesthouse.com/,+353(0)429357246,-6.406894,53.998805,Louth,Dundalk,Republic of Ireland,Guesthouse
Óstán Ceann Sibéal,http://www.ceannsibealhotel.com/,+353(0)669156433,-10.406964,52.165774,Kerry,Ballyferriter,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Majestic Hotel,http://www.majestic-hotel.ie,+353(0)51381761,-7.148423915,52.16317476,Waterford,Tramore,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Dromoland Castle Hotel,https://www.dromoland.ie/,+353(0)61368144,-8.905659507,52.78347359,Clare,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Glenmalure,https://anoige.ie/glenmalure-youth-hostel/,+353(0)18304555,-6.421903749,52.99158641,Wicklow,Glenmalure,Ireland,"Hostel,Welcome Standard"
Clew Bay Hotel,https://www.clewbayhotel.com/,+353(0)9828088,-9.523345047,53.80062881,Mayo,Westport,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Collinswood,http://www.bandbireland.com/accommodation/27935/collinswood-b-b,+353(0)18400966,-6.227312,53.461203,Dublin,Swords,Republic of Ireland,"B&B,Covid Safety Charter"
Spencer Dock CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.237111104,53.34801928,Dublin,Dublin City,Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Maple House,http://www.maplehouse.ie,+353(0)91526136,-9.078779,53.265076,Galway,Salthill,Republic of Ireland,B&B
Lios Daire B&B,http://liosdairebnbkillarney.com,+353(0)646625642,-9.455487534,52.04998425,Kerry,Killarney,Ireland,"B&B,B&B Ireland"
Allen Centre,http://www.allen.ie,353720000000,-8.045921571,54.05449309,Leitrim,Drumshanbo,Republic of Ireland,"Camping,Welcome Standard,Activity Holiday Accommodation"
Sir Rogers Caravan and Camping Park,http://www.sirrogers.com/,+353(0)667134730,-9.825253038,52.34021718,Kerry,Ardfert,Republic of Ireland,"Camping,Stay and Spend"
Fern Rock,http://stayatfernrock.com/,+353(0)669761848,-9.758141593,52.12912338,Kerry,Milltown,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
The Three Arches,http://www.thethreearchesbandb.com,+353(0)9866484,-9.859709,53.761951,Mayo,Louisburgh,Republic of Ireland,B&B
Slievemore House B&B,https://www.bandbireland.com/accommodation/28082/slievemore-house-b-b,+353(0)868375665,-10.04437912,53.99882235,Mayo,,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Boortree Touring & Camping,http://rossnowlaghcamping.com,+353(0)851655917,-8.212603414,54.56507516,Donegal,Rossnowlagh,Ireland,"Camping,Covid Safety Charter,Welcome Standard"
Marian Lodge,http://www.marian-lodge.com,+353(0)91521678,-9.102548,53.25927,Galway,Salthill,Republic of Ireland,B&B
Wild Honey Inn,http://www.wildhoneyinn.com,353657000000,-9.295849,53.028476,Clare,Lisdoonvarna,Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
The Apple Camping and Caravan Park,http://www.theapplefarm.com,+353(0)527441459,-7.842714,52.378712,Tipperary,Cahir,Republic of Ireland,Camping
Applecroft House,http://www.applecrofthouse.com,+353(0)646632782,-9.497559,52.052724,Kerry,Killarney,Republic of Ireland,"B&B,Covid Safety Charter"
Heron's Lodge,http://heronslodge.com,+353(0)7954410371,-7.969145106,53.84319007,Roscommon,Mullagh,Republic of Ireland,Self Catering Accommodation
Castle View House,http://www.castleviewhouse.com,+353(0)6843304,-9.495796,52.573061,Kerry,Ballylongford,Republic of Ireland,"B&B,Covid Safety Charter"
Oakwell Holiday Village,https://oakwellholidayvillage.com/,+353(0)877621204,-7.567935637,55.04636576,Donegal,Ramelton,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Hillcrest Farmhouse,http://www.hillcrestfarmhouse.com,+353(0)646634702,-9.632782,51.982559,Kerry,Killarney,Republic of Ireland,"B&B,Covid Safety Charter"
Martinstown House,https://www.facebook.com/MartinstownHouse,+353(0)45441269,-6.821903724,53.10741962,Kildare,The Curragh,Republic of Ireland,"B&B,B&Bs,Historic House"
Travelodge Waterford,http://www.travelodge.ie/waterford-hotel,+353(0)51358885,-7.121495,52.248322,Waterford,Waterford City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Trean House,https://www.facebook.com/treanhouse,+353(0)749367121,-7.069722038,55.26779442,Donegal,Inishowen,Republic of Ireland,"B&B,Welcome Standard"
Desert House Caravan and Camping Park,,+353(0)238833331,-8.87516,51.622385,Cork,Clonakilty,Republic of Ireland,"Camping,Covid Safety Charter"
"Tannery Restaurant, Townhouse and Cookery School",http://www.tannery.ie,+353(0)5845420,-7.616879913,52.08860794,Waterford,Dungarvan,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Generator Hostel Dublin,http://generatorhostels.com/en/dublin/,+353(0)19010222,-6.277926279,53.34814377,Dublin,Dublin,Ireland,"Hostel,Covid Safety Charter"
Cow House Studios,http://www.cowhousestudios.com,+353(0)539169567,-6.810732493,52.50468525,Wexford,Rathnure,Republic of Ireland,"B&B,Welcome Standard"
Taylors Three Rock Hotel,http://www.taylorsthreerock.ie,+353(0)14942311,-6.262253,53.268386,Dublin,Rathfarnham,Republic of Ireland,"Hotel,Covid Safety Charter"
Annabella Lodge,http://www.annabellalodge.com,+353(0)2243991,-8.656099758,52.1380667,Cork,Mallow,Republic of Ireland,B&B
Teach Óstan na Pairce Hotel,http://www.parklodgehotel.ie,+353(0)91553159,-9.264498484,53.24702014,Galway,Spiddal,Republic of Ireland,Hotel
Ballingowan House,https://www.bandbireland.com/accommodation/25975/ballingowan-house,+353(0)6962341,-9.031212,52.459825,Limerick,Newcastle West,Republic of Ireland,"B&B,Covid Safety Charter"
Abbeyview House Bed and Breakfast,,+353(0)879815656,-7.653654519,53.57977121,Longford,Abbeyshrule,Republic of Ireland,B&B
O'Neill B&B,http://www.oneillsbedandbreakfast.com,+353(0)669151639,-10.265397,52.139375,Kerry,Dingle,Republic of Ireland,"B&B,Covid Safety Charter"
The Shelbourne,http://theshelbourne.com,35316634500,-6.2560138,53.3389725,Dublin,,Ireland,"Hotel,Covid Safety Charter"
Radharc an Oileain,http://www.dungloebedandbreakfast.com,+353(0)749521093,-8.361596,54.9472,Donegal,Dungloe,Republic of Ireland,"B&B,Covid Safety Charter"
Gullane's Hotel,http://www.gullaneshotel.com,+353(0)909642220,-8.221166371,53.33057938,Galway,Ballinasloe,Republic of Ireland,"Hotel,Covid Safety Charter"
Gate Hotel,www.gatehotel.ie,+353(0)18745253,-6.260565426,53.35283944,Dublin,Dublin City,Republic of Ireland,Hotel
Millhill House,http://www.millhillcastlebar.com,+353(0)949024279,-9.350333,53.820319,Mayo,Castlebar,Republic of Ireland,B&B
Dingle Marina Cottages,http://www.dinglecottages.com,+353(0)669150200,-10.281096,52.140331,Kerry,Dingle,Republic of Ireland,Self Catering Accommodation
Riverbank Cottages,http://www.selfcateringscarriff.com,+353(0)61921354,-8.532997,52.908158,Clare,Scarriff,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Cork's Vienna Woods Holiday Cottages,http://www.viennawoodshotel.com/self-catering-cork.html,+353(0)214556800,-8.402982,51.911975,Cork,Glanmire,Republic of Ireland,Self Catering Accommodation
Ballymaloe House,https://ballymaloe.ie/,+353(0)214652531,-8.078286228,51.86691152,Cork,Shanagarry,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
O'Donovans Muckross Riding Stables,http://www.muckross-stables.com/,+353(0)646632238,-9.481708,52.020775,Kerry,Muckross,Republic of Ireland,B&B
Nancys Cottage,http://www.nancyscottage-ireland.com,+353(0)12851829,-6.264191042,53.81449195,Louth,Clogherhead,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Coolakay House,http://www.coolakayhouse.ie,+353(0)12862423,-6.18816,53.166686,Wicklow,Enniskerry,Republic of Ireland,"B&B,Covid Safety Charter"
"Oriel House Hotel, Leisure Club",http://www.orielhousehotel.ie,+353(0)214208400,-8.601099184,51.88811082,Cork,Ballincollig,Republic of Ireland,"Hotel,Stay and Spend"
The Address Cork,https://www.theaddresscork.com/,+353(0)214539000,-8.459401,51.905133,Cork,Cork City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Claremount House,http://www.claremounthouse.com,+353(0)91584741,-9.102009226,53.25843961,Galway,Salthill,Republic of Ireland,"B&B,Welcome Standard"
Carraroe Hotel,http://carraroehotel.com,+353(0)91869577,-9.606860663,53.26393053,Galway,Carraroe,Republic of Ireland,Hotel
McGettigan's Townhouse,http://mcgettiganstownhouse.com,+353(0)18373544,-6.28027292,53.34728097,Dublin,,Ireland,"B&B,Welcome Standard"
O'Sheas Caravan and Camping Park,,+353(0)2763140,-9.543672,51.750909,Cork,Glengarriff,Republic of Ireland,Camping
The Sallows,http://www.thesallows.ie/,+353(0)527465700,-7.995721215,52.27829888,Tipperary,Clogheen,Ireland,"Hostel,Welcome Standard"
Ocean Lodge Hotel,,+353(0)9868605,-9.901777664,53.70536427,Mayo,Killadoon,Republic of Ireland,"Hotel,Covid Safety Charter"
Sandhouse Hotel,http://www.sandhouse.ie,+353(0)719851777,-8.210116601,54.55386383,Donegal,Rossnowlagh,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Eyre Square Hotel,http://www.eyresquarehotel.com,+353(0)91569633,-9.047347178,53.2743157,Galway,Galway City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Atlantic View,http://www.ireland-kerryholidays.co.uk,447514000000,-9.845952645,52.28500563,Kerry,Fenit,Ireland,"Self Catering Accommodation,Welcome Standard"
Fallon's,http://www.fallonsbedandbreakfastkinvara.ie/,+353(0)91638088,-8.939934564,53.13910222,Galway,Kinvara,Ireland,B&B
Kinlay House Dublin,http://www.kinlaydublin.ie,+353(0)16796644,-6.269701,53.343801,Dublin,Dublin,Republic of Ireland,Hostel
Ormond Hotel,http://www.ormondhotel.ie,+353(0)6744404,-8.197875,52.861695,Tipperary,Nenagh,Republic of Ireland,Hotel
Carriglen,http://www.carriglen.com,+353(0)40440627,-6.12027,53.015609,Wicklow,Ashford,Republic of Ireland,B&B
Ashfield House,http://www.congaccommodation.com,+353(0)949546759,-9.249969,53.558398,Mayo,Cong,Republic of Ireland,"B&B,Covid Safety Charter"
The Standing Stone Hotel,https://www.facebook.com/standingstonehotel/,+353(0)719644023,-7.800115286,54.05277094,Leitrim,Ballinamore,Ireland,Hotel
Haddington House,http://www.haddingtonhouse.ie,+353(0)12801810,-6.130538837,53.29208742,Dublin,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Cois na hAbhann,http://www.bandbdoolin.com,+353(0)657093101,-9.377649976,53.01587642,Clare,Doolin,Ireland,"B&B,Covid Safety Charter"
Cloch Na Scith Thatched Cottage,http://www.thatchcottage.com,+353(0)91553364,-9.273024,53.246268,Galway,Spiddal,Republic of Ireland,B&B
Valentia Island Caravan & Camping,http://www.valentiaislandcamping.com,+353(0)879673673,-10.29245449,51.92390223,Kerry,Knightstown,Ireland,"Camping,Welcome Standard"
Roncalli House,http://www.roncallihouse.com,+353(0)91584159,-9.066458,53.265249,Galway,Galway City,Republic of Ireland,B&B
Harbour House,http://www.maharees.ie/index.html,+353(0)667139292,-10.0363412,52.3089415,Kerry,,Ireland,"Guesthouse,Stay and Spend"
Killeen House,http://www.killeenhouse.net,+353(0)61393023,-8.894001,52.611144,Limerick,Pallaskenry,Republic of Ireland,B&B
Lissyclearig Thatched Cottage,http://www.lissyclearigthatchedcottage.com,+353(0)646642562,-9.595596,51.900625,Kerry,Kenmare,Republic of Ireland,B&B
The Westgrove Hotel,http://facebook.com/westgrovehotel,+353(0)45989900,-6.681839696,53.28965436,Kildare,Clane,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Mountview House,http://www.mountviewcobh.blogspot.com,+353(0)214814260,-8.291899,51.853284,Cork,Cobh,Republic of Ireland,"B&B,Covid Safety Charter"
Sli Na Mara,https://www.bandbireland.com/accommodation/28176/sli-na-mara,+353(0)91443534,-9.062598275,53.2656717,Galway,Galway City,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Marine Hotel,https://www.facebook.com/MarineHotelSutton,+353(0)18390000,-6.110418,53.388729,Dublin,Sutton,Republic of Ireland,"Hotel,Stay and Spend"
Annes Grove,http://irishlandmark.com,+353(0)16704733,-8.472440006,52.19523845,Cork,Castletownroche,Ireland,"Self Catering Accommodation,Welcome Standard"
BrookLodge & Macreddin Village,http://www.brooklodge.com,+353(0)40236444,-6.331019,52.879669,Wicklow,Macreddin Village,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Deebert House Hotel,http://www.deeberthousehotel.com,+353(0)6331200,-8.570646,52.400813,Limerick,Kilmallock,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Crookhaven,http://www.crookhaven.net,+353(0)91589019,-9.06452,53.266974,Galway,Galway City,Ireland,B&B
DCU Summer Accommodation Glasnevin,http://dcurooms.com/dcu-glasnevin/overview,+353(0)17008037,-6.258521077,53.38450755,Dublin,Glasnevin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
St Thereses,http://www.sttheresesbandb.com,+353(0)539421793,-6.259786,52.66234,Wexford,Gorey,Republic of Ireland,B&B
Ballybur Castle & Coach House,http://ballyburcastle.com/,+353(0)861919099,-7.29864349,52.59381848,Kilkenny,,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
McGrory's of Culdaff,https://www.facebook.com/mcgrorys.culdaff?fref=ts,+353(0)749379104,-7.165599,55.286232,Donegal,Culdaff,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ard na Greine,https://www.bandbireland.com/accommodation/28079/ard-na-greine-b-b,+353(0)879786879,-9.428507203,51.73941352,Cork,Ballylickey,Ireland,"B&B,B&B Ireland"
