Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Munster Room Restaurant at Waterford Castle,https://www.waterfordcastleresort.com/dining/munster-room-restaurant,35351878203,-7.059379,52.253377,Waterford,Ballinakill,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Odells Of Sandycove,,+353(0)12842188,-6.118397,53.286149,Dublin,Sandycove,Republic of Ireland,"Food and Drink,Restaurant,Cafe,Pubs and Bar"
Zuni Restaurant,http://www.zuni.ie,353568000000,-7.2517985,52.6496732,Kilkenny,,Ireland,"Food and Drink,Restaurant"
Kilkenny Ghost Tours,http://www.kilkennyghosttours.com,+353(0)851706978,-7.251441204,52.65157652,Kilkenny,,Ireland,"Activity Operator,Tour"
Bunratty Winery,http://www.bunrattymead.net,35361362222,-8.8118009,52.7019637,Clare,Bunratty,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Lough Bo,,+353(0)719165325,-8.397852828,54.12861986,Sligo,Riverstown,Republic of Ireland,"Fishing,Angling"
Browne's Bar,http://www.brownesbar.com,353667000000,-9.4640591,52.2307607,Kerry,Castleisland,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Peacockes Fireside Bar and Restaurant,https://www.peacockes.ie/eat/fireside-bar,35391552306,-9.5395023,53.456086,Galway,Lurgan,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Angling Belturbet,,+353(0)494331942,-7.434729008,54.1009968,Cavan,Belturbet,Republic of Ireland,"Fishing,Angling"
Language Centre (EFL) University College Cork,http://www.ucc.ie/en/esol,353215000000,-8.489939,51.89323,Cork,Cork City,Republic of Ireland,Learning
Slevin’s,https://www.facebook.com/pages/Slevins-Pub/102423933167644,35318251068,-6.4764686,53.4192309,Meath,Dunboyne,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Oak,http://www.theoak.ie,+353(0)16771487,-6.266931,53.344246,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Wild Atlantic Leisure,http://wildatlanticleisure.com,3539830220,-9.808703806,53.76329056,Mayo,Louisburgh,Ireland,"Cycling,Fishing,Angling,Kayaking,Activity Operator,Shopping,Shopping Centres and Department Store,Surfing,Food Shops"
Poet's Corner - Clare,https://www.oldgroundhotelennis.com/poets-corner-bar.html,353657000000,-8.9831148,52.8424405,Clare,Ennis,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Zen Day Spa at Randles Hotel,https://www.randleshotel.com/spa,353647000000,-9.5065552,52.0539176,Kerry,Killarney,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Kelly's Steakhouse,https://www.midlandsparkhotel.com/kellys-steakhouse,353579000000,-7.302967,53.0348,Laois,Portlaoise,Republic of Ireland,"Food and Drink,Restaurant,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
The Boathouse,https://theboathouseredcastle.ie/?doing_wp_cron=1589371708.3308908939361572265625,353749000000,-7.1214584,55.1589054,Donegal,Redcastle,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Galway Fishing,http://www.galwayfishing.ie,353863000000,-9.5545174,53.2680863,Galway,,Ireland,"Fishing,Angling,Activity Operator"
The Old Rail Trail Greenway: Athlone to Mullingar,http://www.westmeathcoco.ie/en/ourservices/artsandrecreation/greenways/oldrailtrail-routemap/,+353(0)449332000,-7.363232548,53.51716534,Westmeath,Mullingar,Ireland,Cycling
Dublin Mountain Golf Club,http://www.dublinmountaingolf.com,35314582622,-6.4382046,53.237209,Dublin,Brittas,Ireland,"Golf Course,Golf,Activity Operator"
The Terrace Restaurant,https://www.claytonwhiteshotel.com/restaurants-bars/terrace-restaurant,353539000000,-6.4635596,52.3403402,Wexford,,Ireland,"Food and Drink,Restaurant"
Croghan Hill,,+353(0)579352617,-7.277285865,53.34687181,Offaly,Croghan,Republic of Ireland,
The Galway Arms Inn,https://galwayarmsinn.com,35391564555,-9.056704,53.271572,Galway,Galway City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Kathleen McAuliffe,https://www.kathleenmcauliffe.com,353667000000,-10.270949,52.141087,Kerry,Dingle,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Excursiones Irlanda - Cliffs of Moher Day Tour,http://excursionesirlanda.com,,-6.259742,53.3497623,Dublin,,Ireland,"Activity Operator,Tour"
Kinnitty - Glinsk Castle Loop,http://www.slievebloom.ie,,-7.722197023,53.09582852,Offaly,Kinnitty,Republic of Ireland,"Walking,Activity Operator"
Grangecon Café and Foodstore,http://grangeconcafe.blogspot.com/,35345857892,-6.532734032,53.17016464,Wicklow,Blessington,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
JP Clarke’s Country Pub,http://gallaghersofbunratty.com/about-jp-clarkesbar,35361363363,-8.8159638,52.6991952,Clare,Bunratty,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Wild Atlantic Boats,http://wildatlanticboats.com,353876000000,-10.304422,51.92462,Kerry,Valentia Island,Ireland,"Cruising,Fishing,Angling,Activity Operator,Boat,Tour"
Ten Island Tours,http://www.tenislandtours.com,+353(0)872638470,-9.377352,51.47787,Cork,Baltimore,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
The Dropping Well,http://www.droppingwell.com,35314973969,-6.254979,53.308028,Dublin,Milltown,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Youghal Deep Sea Angling,https://www.seahunter.ie/,3532490437,-7.85536,51.9416,Cork,Youghal,Republic of Ireland,"Fishing,Angling,Activity Operator"
Turks Head,https://www.paramounthotel.ie/dine-drink/,+353(0)16799701,-6.267649,53.344687,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Carrick-On-Shannon Farmer's Market,http://www.facebook.com/MarketYardCentre,353720000000,-8.096283,53.944943,Leitrim,,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Pat Falvey Irish and Worldwide Adventures,https://patfalvey.com,353647000000,-9.6443352,52.0421787,Kerry,Ballagh,Ireland,"Climbing,Activity Operator,Walking"
Irish Cycling Safaris,http://www.cyclingsafaris.com,+353(0)12600749,-6.216449344,53.30698581,Dublin,,Republic of Ireland,"Transport,Cycling,Activity Operator,Bike Rental,Tour,Coach,Road"
The River Queen,https://www.silverlinecruisers.com,353579000000,-7.99027,53.193504,Offaly,Banagher,Ireland,"Cruising,Activity Operator,Boat,Tour"
The Reg Waterford,http://thereg.ie,35351583000,-7.1054647,52.2603642,Waterford,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe,Pubs and Bar,Seafood,Vegetarian"
Clonlara Equestrian Centre,https://www.clonlaraequestrian.com/,353877000000,-8.572703,52.716522,Clare,Newtown,Ireland,"Horse Riding,Equestrian"
Garavan’s Bar,http://garavans.ie,35391562637,-9.051983,53.2733225,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Athy Boat Tours,http://facebook.com/athyboattours/,+353(0)874335350,-6.984739098,52.99299741,Meath,,Ireland,"Cruising,Sailing,Activity Operator,Venue,Sports Venues,Boat,Tour"
Connemara Pub Tours Teo,http://www.connemarapubtours.ie,353872000000,-9.6606032,53.2931805,Galway,Connemara,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Activity Operator,Pubs and Bar,Food Trails and Tour,Tour"
Michael Kennedy Ceramics,https://www.facebook.com/Michael-Kennedy-Ceramics-237070196443193/,+35386 825 3616,-8.8211049,53.0670567,Galway,Gort,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Eamonn Ceannt Park,http://www.sdcc.ie,+353(0)14540799,-6.289724,53.325658,Dublin,Crumlin,Republic of Ireland,"Cycling,Walking,Public Park,Nature and Wildlife,Venue,Music,Sports Venues"
Stackstown Golf Club,http://www.stackstowngolfclub.ie,35314941993,-6.2662017,53.2606177,Dublin,Rathfarnham,Ireland,"Golf Course,Golf,Activity Operator"
Bellissimo,http://www.bellissimo-waterford.com,35351879178,-7.0846672,52.2465986,Waterford,Ardkeen,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Wild Wicklow Tours,http://www.wildwicklow.ie/,+353(0)12801899,-6.261018,53.343611,Dublin,,Ireland,"Covid Safety Charter,Activity Operator,Tour"
Armoury Café Glencree,https://www.glencree.ie/cafe,35312766025,-6.2926906,53.1988883,Wicklow,Glencree,Ireland,"Food and Drink,Restaurant,Craft,Shopping,Shopping Centres and Department Store,Artisan,Cafe,Food Shops"
Michael Fox O'Connor Tours,,+353(0)667125146,-9.693193,52.265233,Kerry,Tralee,Republic of Ireland,"Activity Operator,Tour"
Vertigo Outdoor,http://vertigo-outdoor.com/ireland-adventure-break,35340442591,-6.110117501,53.2693023,Dublin,Dalkey,Ireland,"Climbing,Activity Operator,Walking,Day Tour,Tour"
Causkey's Bar,https://www.facebook.com/pages/category/Pub/Causkeys-bar-152685425135229,3532774161,-9.9580667,51.6940429,Cork,Eyeries,Ireland,"Food and Drink,Pubs and Bar"
Carne Golf Links,http://www.carnegolflinks.com,3539782292,-10.033822,54.223797,Mayo,Belmullet,Ireland,"Golf Course,Covid Safety Charter,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
From Fionn MacCumhail to Com Dhíneol,http://www.celticnature.com,+353(0)877903950,-10.31711668,52.14191524,Kerry,Dingle,Ireland,"Walking,Activity Operator,Tour"
Vista Mountain Treks - Guided Walks,http://www.vistamountaintreks.ie,+353(0)16519299,-6.664318468,53.3971647,Kildare,Kilcock,Ireland,"Walking,Activity Operator,Tour"
Bee Wise Nature Trail,http://beewise.ie,+353(0)863446791,-6.710672314,53.5531191,Meath,Kilmessan,Republic of Ireland,"Activity Operator,Tour"
MC Research,http://www.mc-research.com,353429000000,-6.3731627,53.896467,Louth,Castlebellingham,Ireland,Tracing Your Ancestors
Dinis Cottage,,353647000000,-9.5488286,52.0101223,Kerry,,Ireland,"Food and Drink,Restaurant,Cafe"
Dundrum House Hotel Golf & Leisure Resort,https://www.dundrumhousehotel.com/golf-course.html,3536271116,-8.029798,52.549714,Tipperary,Dundrum,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Davy Byrnes,https://www.facebook.com/davybyrnes/,+353(0)16775217,-6.2593729,53.3418395,Dublin,Dublin City,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
Drumlin Trails Bike Hire,https://drumlintrails.com,+353(0)4788108,-6.924245461,54.32955151,Monaghan,Emyvale,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Standún,https://www.standun.com/,35391553108,-9.28608,53.245249,Galway,Spiddal,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Olde Galway Medieval Tour,http://www.legendtours.ie,+353(0)877782887,-9.04947255,53.27217881,Galway,Galway City Centre,Republic of Ireland,"Walking,Activity Operator,Tour"
JRothwell,http://www.jrothwell.net,35316799374,-6.261794,53.3422407,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Gweedore Golf Club,http://www.gweedoregolfclub.com,353750000000,-8.315589,55.083559,Donegal,Derrybeg,Republic of Ireland,"Golf Course,Golf"
Barratt Tours,http://www.4tours.biz,+353(0)872375986,-8.380237,52.588917,Limerick,Annacotty,Republic of Ireland,"Activity Operator,Tour"
Eirewalk,http://www.eirewalk.com,+353(0)894337793,-6.260180784,53.34936062,Dublin,,Ireland,"Activity Operator,Tour"
The Danny Mann Inn,https://www.evistonhouse.com/danny-man-pub.html,353647000000,-9.510646,52.058814,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
Aunty Lena's Bar,http://www.auntylenas.com,35361396114,-8.790988,52.564184,Limerick,Adare,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Wicklow Tours MT Cabs,http://www.wicklowtours.net,+353(0)12040444,-6.109122,53.204344,Wicklow,Bray,Republic of Ireland,"Activity Operator,Tour"
Sligo District Fisheries,,+353(0)719161201,-8.451801609,54.46780986,Sligo,Mullaghmore,Republic of Ireland,"Fishing,Angling"
Deerfields Restaurant,https://www.theinnatdromoland.ie/Deerfields_Restaurant.html,35361368161,-8.9150729,52.7894922,Clare,Dromoland,Ireland,"Food and Drink,Restaurant"
The Black Sheep,http://galwaybaybrewery.com/blacksheep/,,-6.269199499,53.34968436,Dublin,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
Valentia Harbour Tours,http://www.valentiaharbourtours.com/,353872000000,-10.2863105,51.9254613,Kerry,Valentia Island,Ireland,"Activity Operator,Boat,Tour"
Donegal Designer Makers Gallery,http://donegaldesignermakers.com,353871000000,-8.412866844,54.76196382,Donegal,Ardara,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Richardson's,https://www.facebook.com/RichardsonsBarGalway,35391562812,-9.048986,53.2750606,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Eden at Bellinter House,http://www.bellinterhouse.com,353469000000,-6.662398,53.5980812,Meath,Navan,Ireland,"Food and Drink,Restaurant"
Mullins of Ballyliffin,https://www.facebook.com/Mullins-Foodstores-Ballyliffin-121178788303799/,353749000000,-7.399685,55.2742917,Donegal,,Ireland,"Food and Drink,Restaurant,Cafe"
Donoghue's of Galway,http://www.donoghuesofgalway.com,+353(0)91776677,-8.84534,53.249705,Galway,,Ireland,"Transport,Coach,Road"
Moghul Indian Restaurant,,3532755799,-9.4501107,51.6800105,Cork,Bantry,Ireland,"Food and Drink,Restaurant"
Brown Thomas,https://www.brownthomas.com,35316056666,-6.2599311,53.3424295,Dublin,Dublin,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Croagh Patrick Walking Holidays,http://www.walkingguideireland.com,3539826090,-9.5799177,53.7827122,Mayo,Belclare,Ireland,"Walking,Activity Operator,Tour"
UFODRIVE – Advanced Car Rental,http://ufodrive.com,,-6.263571096,53.33942723,Dublin,Dublin City,Republic of Ireland,"Transport,Coach,Road"
Meave's Cairn,http://www.carrowkeel.com/sites/coolrea/knocknarea1.html,,-8.5740405,54.2586043,Sligo,Strandhill,Ireland,
Kilkenny Eco Tours,https://kilkennyecotours.ie/,353834000000,-7.1412532,52.528848,Kilkenny,Kilkenny City,Republic of Ireland,"Kayaking,Activity Operator,Day Tour,Tour"
Sheehans,http://www.facebook.com/sheehansbarchathamst/,+353(0)16771914,-6.26178,53.340957,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Peploe's St Stephens Green,http://vouchers.giftvouchersolutions.com/vouchersales/choose.aspx?c=pb705,+353(0)16763144,-6.258176,53.339525,Dublin,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Bike the Bay,https://www.facebook.com/pages/Bike-the-Bay-Salthill/297510053744919?sk=settings&tab=settings#!/pages/Bike-the-Bay-Salthill/297510053744919,353862000000,-9.0688495,53.2669923,Galway,Salthill,Ireland,"Cycling,Activity Operator,Bike Rental"
Farnham Estate Golf Club,https://www.farnhamestate.ie/golf-resort.html,353494000000,-7.398589,53.993189,Cavan,,Ireland,"Golf Course,Golf,Activity Operator"
The West Coast Explorer - Rabbie's Small Group Tours,http://rabbies.com/en,+44(0)1312263133,-6.255154324,53.34235157,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Art and Healing Centre - Art Gallery,http://www.artandhealingcentre.ie,353862000000,-8.130578,52.809988,Tipperary,Nenagh,Ireland,"Craft,Shopping,Learning,Activity Operator"
Shane's Howth Adventures,https://www.shaneshowthadventures.com/en,353861000000,-6.066383,53.3827109,Dublin,Howth,Ireland,"Covid Safety Charter,Cycling,Walking,Activity Operator,Day Tour,Tour"
Fairyhouse Racecourse,http://www.fairyhouse.ie/,+353(0)18256167,-6.461826959,53.48036372,Meath,,Republic of Ireland,"Horse Riding,Equestrian,Race Course,Venue,Sports Venues,Food and Drink,Pubs and Bar,Activity Operator"
Captain Americas,https://captainamericas.com,35318262340,-6.390948,53.39494,Dublin,Blanchardstown,Ireland,"Food and Drink,Restaurant"
Poet's Corner - Cork,https://info017166.wixsite.com/mysite,353862000000,-8.5220131,51.7043437,Cork,Kinsale,Ireland,"Food and Drink,Restaurant,Cafe"
Cornmarket Street Market,https://www.ireland-guide.com/all-months-events/cornmarket-street-market---cork-city---saturday-mornings.8486.html,353217000000,-8.4766568,51.8997814,Cork,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Chewbrew,http://chewbrew.ie,+353(0)15550320,-6.265721222,53.34113112,Dublin,Dublin City,Ireland,"Food and Drink,Restaurant,Cafe"
The Signal Restaurant,https://www.stationhousehotel.ie/the-signal-restaurant.html,353469000000,-6.6668596,53.5637368,Meath,Kilmessan,Ireland,"Food and Drink,Restaurant"
Waterford Golf Club,http://www.waterfordgolfclub.com,35351876748,-7.120968,52.268867,Waterford,Waterford City,Republic of Ireland,"Golf Course,Golf,Activity Operator"
The Tavern Bar & Restaurant,http://www.tavernmurrisk.com,3539864060,-9.630957,53.7782,Mayo,Murrisk,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Doolin Rent a Bike,http://www.doolinrentabike.ie/,353877000000,-9.3887346,53.0136109,Clare,Doolin,Ireland,"Cycling,Bike Rental"
The Secret Garden,https://www.facebook.com/TheSecretGardenGalway/,353858000000,-9.0594409,53.2700401,Galway,,Ireland,"Food and Drink,Restaurant,Cafe"
Dunmurry Springs Golf Club,http://www.dunmurrysprings.ie,35345531400,-6.9334254,53.1893501,Kildare,,Ireland,"Golf Course,Golf,Activity Operator"
Coarse Angling Keshcarrigan,,+353(0)719851435,-7.940376263,54.02035369,Leitrim,Keshcarrigan,Republic of Ireland,"Fishing,Angling"
Liber,http://www.liber.ie,353719000000,-8.4752839,54.2714166,Sligo,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Dennehy’s Bar,http://dennehysbar.com,353214000000,-8.476633605,51.90009996,Cork,Cork City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Unicorn Cafe And Restaurant,https://www.facebook.com/#!/pages/The-Unicorn-Restaurant/242221512535257?fref=ts&rf=146132722098381,+353(0)16762182,-6.254792,53.338076,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
Ole Irlanda Tours,http://oleirlandatours.com,+353(0)871716758,-6.261858143,53.34378798,Dublin,Dublin City,Ireland,"Activity Operator,Tour"
Lúb Dún Fearbhaí Looped Walk Inis Meáin,https://www.sportireland.ie/outdoors/walking/trails/inis-meain-lub-dun-fearbhai,,-9.586053369,53.08108948,Galway,Aran Islands,Republic of Ireland,Walking
Courthouse Arts Centre,http://courthousearts.ie,35340238529,-6.4639222,52.7991525,Wicklow,Tinahely,Ireland,"Venue,Comedy,Music"
Temple Café,http://cafetemple.com/,35391568776,-9.052622,53.271309,Galway,,Ireland,"Food and Drink,Restaurant,Cafe,Vegetarian"
Macroom Farmers Market,https://www.facebook.com/Macroomcountrymarket/,3532641545,-8.959688,51.904708,Cork,Macroom,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Ireland West Angling,https://www.irelandwestangling.ie,35391593860,-9.3053627,53.2441766,Galway,Spiddal,Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Johnnie Fox's Pub and Restaurant,http://www.facebook.com/Johnniefoxspub,35312955647,-6.219301,53.221711,Dublin,Kilternan,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar,Seafood"
Murphy's Ice Cream Dublin,https://murphysicecream.ie/shops/dublin,353860000000,-6.2614918,53.3429756,Dublin,Dublin,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Artisan,Local Produce,Vegan,Vegetarian,Food Shops"
Angling Ballinlough,,+353(0)2641222,-9.154836893,51.58047614,Cork,Leap,Republic of Ireland,"Fishing,Angling"
CycleWest Ireland,http://www.cyclewest.com,35391877323,-10.0202388,53.4891345,Galway,Clifden,Ireland,"Cycling,Activity Operator,Tour"
Ward Tours,http://wardtours.com,+353(0)877671125,-7.298731108,53.03307609,Laois,Portlaoise,Republic of Ireland,"Activity Operator,Tour"
Beaufort Bar and Restaurant,http://www.beaufortbar.com,353647000000,-9.633156,52.069846,Kerry,Beaufort,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Angling Ballyshunock Reservoir,,,-7.34221,52.225983,Waterford,Kilmacthomas,Republic of Ireland,"Fishing,Angling"
Carr Golf Travel,https://www.carrgolf.com,35318226662,-6.3733434,53.3302787,Dublin,Dublin,Ireland,"Golf,Activity Operator,Tour"
Upper Mace Equestrian Centre,http://www.uppermaceequestrian.ie/,353878000000,-8.9712085,53.7731533,Mayo,,Ireland,"Horse Riding,Equestrian,Activity Operator,Venue,Sports Venues"
Woodlands Restaurant at the Glenview Hotel,http://www.glenviewhotel.com/woodlands-restaurant.html,35312873399,-6.12707,53.142352,Wicklow,Delgany,Ireland,"Food and Drink,Restaurant"
O'Shea's Cycles,http://homepage.tinet.ie/~osheacycles/index.htm,353670000000,-9.783935,52.106282,Kerry,Killorglin,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Mullingar Equestrian Centre,http://www.mullingarequestrian.com,353449000000,-7.391954,53.515217,Westmeath,Mullingar,Ireland,"Horse Riding,Equestrian,Activity Operator"
The Poachers Inn Seafood Bar & Restaurant,http://www.poachersinnbandon.com,353239000000,-8.745157,51.739425,Cork,Bandon,Ireland,"Food and Drink,Restaurant"
Moate Golf Club,http://www.moategolfclub.ie,353906000000,-7.728281,53.4006286,Westmeath,Moate,Ireland,"Golf Course,Golf"
The Collective,http://thecollectivedublin.ie/,+353(0)16751799,-6.2635199,53.3422589,Dublin,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Activity Operator,Food Shops"
Kaffe Moka,http://www.tastecatering.ie,+353(0)16798475,-6.263181,53.340976,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
The Mongolian Barbeque,http://www.mongolianbbq.ie,+353(0)16704154,-6.261935,53.344968,Dublin,,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Irish Travel Advisors,http://www.irishtraveladvisors.com,+353(0)61204444,-8.6285869,52.6637148,Limerick,Limerick City,Ireland,"Activity Operator,Tour"
Magee of South Anne Street,https://www.magee1866.com/en/ie/Magee-1866-Flagship-Store---South-Anne-Street/cc-42.aspx,35316798966,-6.2590138,53.3409938,Dublin,Dublin,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kiltorcan Raceway Karting Circuit,http://www.kiltorcan.com,353872000000,-7.1812512,52.4618844,Kilkenny,,Ireland,Activity Operator
Bakers Corner,http://www.johnbradygroup.ie/,+353(0)12807782,-6.15778,53.280639,Dublin,,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
The Tea & Garden Rooms,http://www.tearoomsballyvaughan.com,353657000000,-9.1536935,53.1188583,Clare,Ballyvaughan,Ireland,"Food and Drink,Restaurant"
Butlers Chocolate Café - Jervis Street,http://www.butlerschocolates.com/,+353(0)18146001,-6.265675289,53.34803649,Dublin,Dublin City,Ireland,"Food and Drink,Restaurant,Cafe"
Spa Haven at the Westgrove Hotel,https://www.westgrovehotel.com/spa-opening-hours.html,35345989900,-6.681742,53.289727,Kildare,Clane,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Food and Drink,Restaurant"
The Bank on College Green,http://www.bankoncollegegreen.com,+353(0)16770677,-6.2647803,53.3441752,Dublin,Dublin City Centre,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
The Greenway Antiques and Bookstore,https://antiquesandbooks.com/,353872000000,-9.7731263,53.9073128,Mayo,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Lilys Bar and Tea Room,https://lilys-bar-malin-town.business.site,353749000000,-7.260815,55.29485,Donegal,Malin,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Lanigan's Bar & Restaurant,http://www.lanigans.ie/about-lanigans-bar-kilkenny.asp,353568000000,-7.2514006,52.6515576,Kilkenny,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
IBAT College Dublin English Language School,http://www.ibat.ie,+353(0)18075055,-6.265724011,53.34548183,Dublin,,Ireland,Learning
Chain Driven Cycles,http://chaindrivencycles.com,353719000000,-8.472797,54.268375,Sligo,,Ireland,"Cycling,Activity Operator,Bike Rental,Food Shops,Shopping"
John Gray's Restaurant at the McWilliam Park Hotel,https://www.mcwilliampark.ie/john-grays-restaurant.html,353949000000,-8.9906133,53.7251871,Mayo,Claremorris,Ireland,"Food and Drink,Restaurant"
Kenmare Golf Club,http://www.kenmaregolfclub.com,353647000000,-9.579827,51.8787597,Kerry,Kenmare,Ireland,"Golf Course,Golf"
Rody Bolands,http://www.rodybolands.com,+353(0)14970336,-6.265386,53.321142,Dublin,Rathmines,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Bleu Note Bar & Club,,+353(0)18783371,-6.269079,53.34975,Dublin,Dublin City Centre,Republic of Ireland,
Avoca Handweavers Molls Gap,https://www.avoca.com/en/stores-and-cafes/molls-gap,353647000000,-9.6578619,51.9384107,Kerry,Kenmare,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
CJ's Restaurant,https://www.thelandmarkhotel.com/food/private-dining,353720000000,-8.0932412,53.9434489,Leitrim,,Ireland,"Food and Drink,Restaurant"
JJ Kavanagh Coach Hire Service,http://www.jjkavanagh.ie,+353(0)568831106,-7.578598,52.722655,Kilkenny,Urlingford,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
Brogans Bar,,+353(0)16799570,-6.266366,53.344308,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Coach House Coffee,http://www.facebook.com/coachhousecoffeeirl,35351295654,-7.406553,52.20132,Waterford,Kilmacthomas,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
"O'Connor's Bar & Lounge, Tinahely",https://www.oconnorstinahely.com,35340238115,-6.4635975,52.799544,Wicklow,Tinahely,Republic of Ireland,"Food and Drink,Restaurant,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
Burzza Restaurant,http://www.burzza.com,35351844969,-7.1116,52.2577626,Waterford,,Ireland,"Food and Drink,Restaurant"
Roundwood Golf Club,http://www.roundwoodgolf.com,35312818488,-6.16176,53.084572,Wicklow,Newtown Mount Kennedy,Ireland,"Golf Course,Golf,Activity Operator"
Goldsmiths,http://www.montclarehotel.ie/restaurant-and-bar.aspx,+353(0)16073800,-6.250999,53.341397,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
The House Restaurant at Cliff House Hotel,https://cliffhousehotel.ie/food-drink/house-restaurant,3532487800,-7.7151578,51.9487668,Waterford,Ardmore,Ireland,"Food and Drink,Restaurant,Fine Dining,Pubs and Bar,Seafood,Vegan,Vegetarian"
The Creamery Bar & Restaurant,http://creamerybar.com/the-bar,35361364114,-8.8131049,52.6964371,Clare,Bunratty,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
South Meath Golf Club,http://www.southmeathgolf.com,353863000000,-6.8105217,53.5275855,Meath,,Ireland,"Golf Course,Golf,Activity Operator"
Waterford Cycling Tours,http://waterfordcyclingtours.rezgo.com/,+353(0)861292724,-7.1104261,52.25907397,Waterford,Waterford City,Ireland,"Cycling,Activity Operator,Tour"
Wagamama,http://www.wagamama.ie,+353(0)18219449,-6.391107722,53.39479313,Dublin,Blanchardstown,Ireland,"Food and Drink,Restaurant,Vegetarian"
